quarter,supplier,stem_name,stem_type,total_stems,quarterly_events,avg_stems_per_event,annual_total
4,Mayesh (Local),Spray Rose White - Snowflake,Spray Rose,10,641,0.0156,60
2,Mayesh (Local),Sweet Pea Cream,,60,720,0.0833,60
1,Mayesh (Local),Butterfly Ranunculus Blush - Ariande,,40,181,0.221,50
4,Mayesh (Local),Butterfly Ranunculus Blush - Ariande,,10,641,0.0156,50
2,Mayesh (Local),Carnation Beige - Lege Marrone,,50,720,0.0694,50
4,Mayesh (Local),Delphinium Light Blue- Sky Waltz - 70cm,,50,641,0.078,50
2,Mayesh (Local),Lepidium Green,,50,720,0.0694,50
4,Mayesh (Local),Rose Beige - Quicksand,,50,641,0.078,50
1,Mayesh (Local),Rose Cream - Cream Carpe Diem,,50,181,0.2762,50
2,Mayesh (Local),Rose Orange - Free Spirit,,25,720,0.0347,50
3,Mayesh (Local),Rose Orange - Free Spirit,,25,672,0.0372,50
2,Mayesh (Local),Rose Terracotta - Toffee,Rose,50,720,0.0694,50
2,Mayesh (Local),Hydrangea White - Extra,,24,720,0.0333,44
4,Mayesh (Local),Hydrangea White - Extra,,20,641,0.0312,44
4,Mayesh (Local),Cremon Mum White- Maisy,,40,641,0.0624,40
1,Mayesh (Local),Eucalyptus - Cinerea,Eucalyptus,40,181,0.221,40
2,Mayesh (Local),Larkspur Purple,,40,720,0.0556,40
2,Mayesh (Local),Pennycress Greenery,,40,720,0.0556,40
1,Mayesh (Local),Thistle Eryngium - Blue Ice,,20,181,0.1105,40
2,Mayesh (Local),Thistle Eryngium - Blue Ice,,20,720,0.0278,40
2,Mayesh (Local),Aster - White Chelsea,,20,720,0.0278,30
3,Mayesh (Local),Aster - White Chelsea,,10,672,0.0149,30
2,Mayesh (Local),Astrantia White,Astrantia,30,720,0.0417,30
2,Mayesh (Local),Baby's Breath,,30,720,0.0417,30
1,Mayesh (Local),Delphinium Light Blue,,30,181,0.1657,30
4,Mayesh (Local),Fraser Fir,,30,641,0.0468,30
2,Mayesh (Local),Green Lepedium,,30,720,0.0417,30
2,Mayesh (Local),Limonium - Misty White,,30,720,0.0417,30
1,Mayesh (Local),Lisianthus Dark Purple,,30,181,0.1657,30
4,Mayesh (Local),Mini Calla Lily - White,,30,641,0.0468,30
2,Mayesh (Local),Ranunculus - Yellow Elegance,Ranunculus,30,720,0.0417,30
2,Mayesh (Local),Stock Lavender,Stock,10,720,0.0139,30
3,Mayesh (Local),Stock Lavender,Stock,20,672,0.0298,30
2,Mayesh (Local),Veronica Spray White,,30,720,0.0417,30
2,Mayesh (Local),Butterfly Ranunculus Light Pink - Isis,,25,720,0.0347,25
2,Mayesh (Local),Delphinium - Blue Planet Spray (dark),Delphinium,25,720,0.0347,25
2,Mayesh (Local),Delphinium Blush - Pink Planet,Delphinium,25,720,0.0347,25
3,Mayesh (Local),Garden Rose Pink - Candy X-pression,,25,672,0.0372,25
2,Mayesh (Local),Rose Hot Pink - Full Monty,,25,720,0.0347,25
2,Mayesh (Local),Rose Yellow - Catalina,,25,720,0.0347,25
1,Mayesh (Local),Anemone Mistral White,Anemone,20,181,0.1105,20
2,Mayesh (Local),Aster - Purple Monarch,,20,720,0.0278,20
2,Mayesh (Local),Astilbe White,,20,720,0.0278,20
3,Mayesh (Local),Butterfly Ranunculus - Orange Minoan,,20,672,0.0298,20
2,Mayesh (Local),Cremon Peach - Linette,,20,720,0.0278,20
1,Mayesh (Local),Garden Rose Blush - White O'Hare,,20,181,0.1105,20
3,Mayesh (Local),Huckleberry Greenery,,10,672,0.0149,20
4,Mayesh (Local),Huckleberry Greenery,,10,641,0.0156,20
2,Mayesh (Local),Lavender - Fresh,,20,720,0.0278,20
1,Mayesh (Local),Ranunculus Blush - Cloni Success Hanoi,,20,181,0.1105,20
3,Mayesh (Local),Ranunculus - Coral Elegance,Ranunculus,20,672,0.0298,20
2,Mayesh (Local),Scabiosa Dark Pink - Strawberry,,20,720,0.0278,20
2,Mayesh (Local),Scabiosa Lavender- Caucasian,,20,720,0.0278,20
3,Mayesh (Local),Spray Rose - Candy Blush,,20,672,0.0298,20
4,Mayesh (Local),Spray Rose - White Majolica,,20,641,0.0312,20
1,Mayesh (Local),Baby's Breath Garland (per Ft),,16,181,0.0884,16
2,Mayesh (Local),Lisianthus White,Lisianthus,15,720,0.0208,15
2,Mayesh (Local),Poliantemus (Silver Dollar),,5,720,0.0069,15
4,Mayesh (Local),Poliantemus (Silver Dollar),,10,641,0.0156,15
2,Mayesh (Local),Rose Lavender/Grey - Earl Grey,,15,720,0.0208,15
2,Mayesh (Local),Solomio White - Ard,,15,720,0.0208,15
2,Mayesh (Local),Statice Sinzil Peach,,15,720,0.0208,15
4,Mayesh (Local),Garden Rose Blush - Kiera David Austin,,12,641,0.0187,12
2,Mayesh (Local),Allium White - Spray Neopolitan,,10,720,0.0139,10
2,Mayesh (Local),Amaranthus - Hanging Green - 60cm,,10,720,0.0139,10
4,Mayesh (Local),Anemone Mistral Blush,Anemone,10,641,0.0156,10
2,Mayesh (Local),Asclepias Orange,,10,720,0.0139,10
1,Mayesh (Local),Butterfly Ranunculus White - Magical Mascarpone,,10,181,0.0552,10
2,Mayesh (Local),Carnation Burgundy- Red Velvet,,10,720,0.0139,10
4,Mayesh (Local),Eucalyptus - Baby Blue,,10,641,0.0156,10
2,Mayesh (Local),Mini Carnation Peach,,10,720,0.0139,10
4,Mayesh (Local),Ranunculus - Cloni Success Lady Pink,,10,641,0.0156,10
2,Mayesh (Local),Snapdragon Orange,Snapdragon,10,720,0.0139,10
2,Mayesh (Local),Solomio Burgundy - Sem,,10,720,0.0139,10
2,Mayesh (Local),Spray Rose Hot Pink - Fire Up,,10,720,0.0139,10
2,Mayesh (Local),Spray Rose Lavender - Little Silver,,10,720,0.0139,10
4,Mayesh (Local),Stock White,Stock,10,641,0.0156,10
3,Mayesh (Local),Wax Flower Pink,,10,672,0.0149,10
2,Mayesh (Local),Mixed Eucalyptus Garland - Med - (Per FT),,6,720,0.0083,6
2,Mayesh (Local),Dried - Lavender Per Bunch,,1,720,0.0014,1
1,McCallum,Italian Ruscus Tall,,90,181,0.4972,2235
2,McCallum,Italian Ruscus Tall,,240,720,0.3333,2235
3,McCallum,Italian Ruscus Tall,,545,672,0.811,2235
4,McCallum,Italian Ruscus Tall,,1360,641,2.1217,2235
1,McCallum,Salal,,260,181,1.4365,1320
2,McCallum,Salal,,200,720,0.2778,1320
3,McCallum,Salal,,400,672,0.5952,1320
4,McCallum,Salal,,460,641,0.7176,1320
2,McCallum,Hydrangea White - Extra,,211,720,0.2931,765
3,McCallum,Hydrangea White - Extra,,192,672,0.2857,765
4,McCallum,Hydrangea White - Extra,,362,641,0.5647,765
3,McCallum,Cremon - Copper,,20,672,0.0298,480
4,McCallum,Cremon - Copper,,460,641,0.7176,480
3,McCallum,Eucalyptus - Silver Dollar,,155,672,0.2307,455
4,McCallum,Eucalyptus - Silver Dollar,,300,641,0.468,455
2,McCallum,Delphinium Light Blue - Bella Donna,,220,720,0.3056,450
3,McCallum,Delphinium Light Blue - Bella Donna,,140,672,0.2083,450
4,McCallum,Delphinium Light Blue - Bella Donna,,90,641,0.1404,450
2,McCallum,Huckleberry Greenery,,150,720,0.2083,420
3,McCallum,Huckleberry Greenery,,70,672,0.1042,420
4,McCallum,Huckleberry Greenery,,200,641,0.312,420
1,McCallum,Eucalyptus - Parvifolia,Eucalyptus,40,181,0.221,355
2,McCallum,Eucalyptus - Parvifolia,Eucalyptus,205,720,0.2847,355
4,McCallum,Eucalyptus - Parvifolia,Eucalyptus,110,641,0.1716,355
3,McCallum,Mum Ball Red - Testarossa,,100,672,0.1488,315
4,McCallum,Mum Ball Red - Testarossa,,215,641,0.3354,315
2,McCallum,Delphinium White (White Center),,170,720,0.2361,270
3,McCallum,Delphinium White (White Center),,80,672,0.119,270
4,McCallum,Delphinium White (White Center),,20,641,0.0312,270
3,McCallum,Eucalyptus - Seeded,Eucalyptus,70,672,0.1042,270
4,McCallum,Eucalyptus - Seeded,Eucalyptus,200,641,0.312,270
4,McCallum,Spray Rose - White Majolica,,240,641,0.3744,240
2,McCallum,Thistle Eryngium - Blue Lagoon,,30,720,0.0417,230
3,McCallum,Thistle Eryngium - Blue Lagoon,,40,672,0.0595,230
4,McCallum,Thistle Eryngium - Blue Lagoon,,160,641,0.2496,230
2,McCallum,Stock Lavender,Stock,100,720,0.1389,180
3,McCallum,Stock Lavender,Stock,80,672,0.119,180
4,McCallum,Rose White - Playa Blanca,Rose,150,641,0.234,150
1,McCallum,Astrantia Burgundy,Astrantia,30,181,0.1657,140
3,McCallum,Astrantia Burgundy,Astrantia,10,672,0.0149,140
4,McCallum,Astrantia Burgundy,Astrantia,100,641,0.156,140
1,McCallum,Eucalyptus - Cinerea,Eucalyptus,110,181,0.6077,130
2,McCallum,Eucalyptus - Cinerea,Eucalyptus,20,720,0.0278,130
3,McCallum,Chamomile Daisy - Feverfew,,60,672,0.0893,120
4,McCallum,Chamomile Daisy - Feverfew,,60,641,0.0936,120
1,McCallum,Limonium - Misty White,,5,181,0.0276,115
2,McCallum,Limonium - Misty White,,90,720,0.125,115
4,McCallum,Limonium - Misty White,,20,641,0.0312,115
1,McCallum,Calla Lily - Medium White,,40,181,0.221,110
2,McCallum,Calla Lily - Medium White,,30,720,0.0417,110
3,McCallum,Calla Lily - Medium White,,40,672,0.0595,110
2,McCallum,Aster - White Chelsea,,30,720,0.0417,100
3,McCallum,Aster - White Chelsea,,40,672,0.0595,100
4,McCallum,Aster - White Chelsea,,30,641,0.0468,100
1,McCallum,Queen Anne's Lace White,,50,181,0.2762,100
4,McCallum,Queen Anne's Lace White,,50,641,0.078,100
3,McCallum,Rose Terracotta - Toffee,Rose,50,672,0.0744,100
4,McCallum,Rose Terracotta - Toffee,Rose,50,641,0.078,100
3,McCallum,Baby's Breath White - Wild Pearl,,90,672,0.1339,90
4,McCallum,Eucalyptus - Willow,,90,641,0.1404,90
2,McCallum,Leather Leaf,Leather Leaf,30,720,0.0417,90
4,McCallum,Leather Leaf,Leather Leaf,60,641,0.0936,90
1,McCallum,Hypericum Burgundy,,30,181,0.1657,85
3,McCallum,Hypericum Burgundy,,20,672,0.0298,85
4,McCallum,Hypericum Burgundy,,35,641,0.0546,85
4,McCallum,Dried - Bleached Fern,,80,641,0.1248,80
2,McCallum,Spray Rose White - Floreana,,35,720,0.0486,75
4,McCallum,Spray Rose White - Floreana,,40,641,0.0624,75
2,McCallum,Delphinium- Belladonna White,,20,720,0.0278,70
3,McCallum,Delphinium- Belladonna White,,50,672,0.0744,70
3,McCallum,Larkspur White,,30,672,0.0446,70
4,McCallum,Larkspur White,,40,641,0.0624,70
1,McCallum,Pompon Novelty Bronze - Lexy,,30,181,0.1657,70
3,McCallum,Pompon Novelty Bronze - Lexy,,20,672,0.0298,70
4,McCallum,Pompon Novelty Bronze - Lexy,,20,641,0.0312,70
4,McCallum,Spray Rose Red - Rubicon,,70,641,0.1092,70
1,McCallum,Astrantia White,Astrantia,30,181,0.1657,60
2,McCallum,Astrantia White,Astrantia,20,720,0.0278,60
4,McCallum,Astrantia White,Astrantia,10,641,0.0156,60
4,McCallum,Baby's Breath White - Xlence,,60,641,0.0936,60
2,McCallum,Hydrangea Light Blue - Select,Hydrangea,12,720,0.0167,60
3,McCallum,Hydrangea Light Blue - Select,Hydrangea,12,672,0.0179,60
4,McCallum,Hydrangea Light Blue - Select,Hydrangea,36,641,0.0562,60
1,McCallum,Hydrangea White - Madame Emily,,60,181,0.3315,60
2,McCallum,Stock Peach,,60,720,0.0833,60
3,McCallum,Hydrangea - Lime Green,,36,672,0.0536,58
4,McCallum,Hydrangea - Lime Green,,22,641,0.0343,58
3,McCallum,Micro Pompons White - Candy Crush,,55,672,0.0818,55
4,McCallum,Preserved - White Italian Ruscus,,55,641,0.0858,55
3,McCallum,Amaranthus - Hanging Green - 60cm,,50,672,0.0744,50
4,McCallum,Carnation - Caramel,,50,641,0.078,50
4,McCallum,Carnation Peach - Brut,,50,641,0.078,50
1,McCallum,Dusty Miller - Large Leaf Silver,,30,181,0.1657,50
4,McCallum,Dusty Miller - Large Leaf Silver,,20,641,0.0312,50
3,McCallum,Mini Calla Lily - White,,10,672,0.0149,50
4,McCallum,Mini Calla Lily - White,,40,641,0.0624,50
4,McCallum,Mini Gerbera - White with Black Center,,50,641,0.078,50
4,McCallum,Pompon Cushion Dark Bronze - Tusca,,50,641,0.078,50
4,McCallum,Rose Beige - Quicksand,,50,641,0.078,50
4,McCallum,Rose Beige - Sahara,,50,641,0.078,50
4,McCallum,Rose Lavender/grey - Amnesia,,50,641,0.078,50
4,McCallum,Rose Red - Black Magic,,50,641,0.078,50
3,McCallum,Thistle Eryngium - Blue Ice,,50,672,0.0744,50
3,McCallum,Hydrangea - Antique Green Premium (18-19 cm),,24,672,0.0357,48
4,McCallum,Hydrangea - Antique Green Premium (18-19 cm),,24,641,0.0374,48
4,McCallum,Agonis Foliage,,40,641,0.0624,40
2,McCallum,Eucalyptus - Baby Blue,,20,720,0.0278,40
4,McCallum,Eucalyptus - Baby Blue,,20,641,0.0312,40
4,McCallum,Mini Calla Lily Purple - La Paz,,40,641,0.0624,40
4,McCallum,Preserved - Copper Beech Foliage - Orange,,40,641,0.0624,40
2,McCallum,Stock White,Stock,10,720,0.0139,40
4,McCallum,Stock White,Stock,30,641,0.0468,40
4,McCallum,Alstroemeria Peach - Lorena,,30,641,0.0468,30
4,McCallum,Amaranthus- Hanging Green - 70cm,,30,641,0.0468,30
4,McCallum,Astrantia Pink,,30,641,0.0468,30
4,McCallum,Bupleurum,,30,641,0.0468,30
2,McCallum,Delphinium Blue- Sea Waltz - 70cm,,30,720,0.0417,30
4,McCallum,Lisianthus Brown - Rosanne,,30,641,0.0468,30
4,McCallum,Mini Calla Lily Deep Purple,,30,641,0.0468,30
4,McCallum,Pompon Cushion Red - Chianti,,30,641,0.0468,30
1,McCallum,Rosemary,,30,181,0.1657,30
2,McCallum,Spirea,,30,720,0.0417,30
1,McCallum,Tulip Orange Parrot,,30,181,0.1657,30
4,McCallum,XL White Calla Lily - Super Open Cut,,30,641,0.0468,30
4,McCallum,Carnation Beige - Lege Marrone,,25,641,0.039,25
3,McCallum,Carnation Burgundy- Red Velvet,,25,672,0.0372,25
4,McCallum,Carnation - Nobbio Burgundy,,25,641,0.039,25
3,McCallum,Carnation Peach/blush - Creta,Carnation,25,672,0.0372,25
3,McCallum,Rose Red - Black Baccara,,25,672,0.0372,25
3,McCallum,Anthurium Dark Red - Choco MED,,20,672,0.0298,20
4,McCallum,Cremon Peach - Linette,,20,641,0.0312,20
4,McCallum,Lisianthus Dark Purple,,20,641,0.0312,20
4,McCallum,Mini Carnation Burgundy - Chateau,,20,641,0.0312,20
2,McCallum,Mixed Eucalyptus Garland - Med - (Per FT),,20,720,0.0278,20
2,McCallum,Mum Ball White - Evidence,,20,720,0.0278,20
4,McCallum,Pompon Cushion - Copper,,20,641,0.0312,20
2,McCallum,Preserved- Hanging Amaranth Natural,,20,720,0.0278,20
4,McCallum,Spray Rose Lavender - Little Silver,,20,641,0.0312,20
1,McCallum,Tulip White,,20,181,0.1105,20
4,McCallum,Dahlia Burgundy,,15,641,0.0234,15
1,McCallum,Olive Greenery,,15,181,0.0829,15
4,McCallum,Astilbe Light Pink,,10,641,0.0156,10
4,McCallum,Chrysanthemum-Rosetta Dark Bronze,,10,641,0.0156,10
3,McCallum,Cremon Blush - Candyfloss,Cremon,10,672,0.0149,10
4,McCallum,Cremon Mum White- Maisy,,10,641,0.0156,10
1,McCallum,Daffodil - Johan Strauss (White with Orange Center),,10,181,0.0552,10
3,McCallum,Dianthus - Green Wicky,,10,672,0.0149,10
4,McCallum,Gardenia Foliage,,10,641,0.0156,10
3,McCallum,Green Mist QAL,,10,672,0.0149,10
4,McCallum,Nigella White,,10,641,0.0156,10
4,McCallum,Paperwhite Narcissus,,10,641,0.0156,10
2,McCallum,Pompon Daisy White - Atlantis,,10,720,0.0139,10
1,McCallum,Snapdragon White,Snapdragon,10,181,0.0552,10
2,McCallum,Spray Rose White - Snowflake,Spray Rose,10,720,0.0139,10
4,McCallum,Thistle Eryngium - Blue Jackpot,,10,641,0.0156,10
1,McCallum,Tweedia Blue,,10,181,0.0552,10
3,McCallum,Oriental Lily White,,5,672,0.0074,5
4,McCallum,Peony Burgundy,,5,641,0.0078,5
2,McCallum,Plumosa,,5,720,0.0069,5
4,McCallum,Wax Flower White,,5,641,0.0078,5
2,McCallum,Box of Moss - 10 lbs (Potomac Local Delivery),,2,720,0.0028,2
1,Other,Salal,,40,181,0.221,220
2,Other,Salal,,20,720,0.0278,220
3,Other,Salal,,160,672,0.2381,220
2,Other,Rose Beige - Quicksand,,75,720,0.1042,215
4,Other,Rose Beige - Quicksand,,140,641,0.2184,215
2,Other,Baby's Breath White - Xlence,,60,720,0.0833,180
3,Other,Baby's Breath White - Xlence,,120,672,0.1786,180
2,Other,Rose White - Playa Blanca,Rose,75,720,0.1042,175
3,Other,Rose White - Playa Blanca,Rose,75,672,0.1116,175
4,Other,Rose White - Playa Blanca,Rose,25,641,0.039,175
4,Other,Dried - Bunny Tail White,,140,641,0.2184,140
2,Other,Dried - Bunny Tail Brown (Natural),,45,720,0.0625,130
4,Other,Dried - Bunny Tail Brown (Natural),,85,641,0.1326,130
2,Other,Israeli Ruscus,,70,720,0.0972,120
3,Other,Israeli Ruscus,,20,672,0.0298,120
4,Other,Israeli Ruscus,,30,641,0.0468,120
3,Other,Baby's Breath White - Wild Pearl,,110,672,0.1637,110
1,Other,Eucalyptus - Parvifolia,Eucalyptus,20,181,0.1105,110
3,Other,Eucalyptus - Parvifolia,Eucalyptus,60,672,0.0893,110
4,Other,Eucalyptus - Parvifolia,Eucalyptus,30,641,0.0468,110
1,Other,Pinecone Pick,,60,181,0.3315,110
4,Other,Pinecone Pick,,50,641,0.078,110
2,Other,Preserved - White Italian Ruscus,,15,720,0.0208,110
4,Other,Preserved - White Italian Ruscus,,95,641,0.1482,110
1,Other,Italian Ruscus Tall,,5,181,0.0276,100
2,Other,Italian Ruscus Tall,,15,720,0.0208,100
3,Other,Italian Ruscus Tall,,70,672,0.1042,100
4,Other,Italian Ruscus Tall,,10,641,0.0156,100
4,Other,Mini Pine Cones,,100,641,0.156,100
4,Other,Carnation - Orange,,75,641,0.117,75
3,Other,Eucalyptus - Silver Dollar,,70,672,0.1042,70
3,Other,Eucalyptus - Baby Blue,,50,672,0.0744,60
4,Other,Eucalyptus - Baby Blue,,10,641,0.0156,60
3,Other,Amaranthus- Hanging Red - 70cm,,50,672,0.0744,50
3,Other,Aster - White Chelsea,,50,672,0.0744,50
3,Other,Carnation - Caramel,,50,672,0.0744,50
4,Other,Carnation - Red,,50,641,0.078,50
3,Other,Ranunculus - White Elegance,Ranunculus,10,672,0.0149,50
4,Other,Ranunculus - White Elegance,Ranunculus,40,641,0.0624,50
3,Other,Rose Lavender - Ocean Song,Rose,50,672,0.0744,50
2,Other,Rose White - Tibet,,50,720,0.0694,50
3,Other,Snapdragon Purple,,50,672,0.0744,50
3,Other,Dahlia Coral,,40,672,0.0595,40
3,Other,Larkspur White,,20,672,0.0298,40
4,Other,Larkspur White,,20,641,0.0312,40
1,Other,Magic- Bunny Tails Copper,,40,181,0.221,40
3,Other,Ranunculus - Purple Elegance,,40,672,0.0595,40
3,Other,Scabiosa Dark- Maraschino,,40,672,0.0595,40
2,Other,Spray Rose White - Snowflake,Spray Rose,20,720,0.0278,40
3,Other,Spray Rose White - Snowflake,Spray Rose,10,672,0.0149,40
4,Other,Spray Rose White - Snowflake,Spray Rose,10,641,0.0156,40
4,Other,Astrantia White,Astrantia,30,641,0.0468,30
3,Other,Butterfly Ranunculus Blush - Ariande,,30,672,0.0446,30
4,Other,Delphinium Blue - Sunshine,,30,641,0.0468,30
1,Other,Delphinium Light Blue - Bella Donna,,30,181,0.1657,30
3,Other,Eucalyptus - Willow,,30,672,0.0446,30
4,Other,Hydrangea - Lime Green,,30,641,0.0468,30
4,Other,Mum Ball Red - Testarossa,,30,641,0.0468,30
4,Other,Pompon Cushion Red - Chianti,,30,641,0.0468,30
4,Other,Solidago Yellow,,30,641,0.0468,30
4,Other,Thistle Eryngium - Blue Ice,,30,641,0.0468,30
3,Other,Pampas Grass White Bleached,,5,672,0.0074,25
4,Other,Pampas Grass White Bleached,,20,641,0.0312,25
1,Other,Preserved- Hanging Amaranth Natural,,5,181,0.0276,25
3,Other,Preserved- Hanging Amaranth Natural,,20,672,0.0298,25
3,Other,Agonis Foliage,,20,672,0.0298,20
4,Other,Butterfly Ranunculus White - Magical Mascarpone,,20,641,0.0312,20
3,Other,Cremon Peach - Linette,,20,672,0.0298,20
3,Other,Eucalyptus - Cinerea,Eucalyptus,20,672,0.0298,20
3,Other,Eucalyptus - Seeded,Eucalyptus,20,672,0.0298,20
3,Other,Lavender - Fresh,,20,672,0.0298,20
3,Other,Lisianthus White,Lisianthus,20,672,0.0298,20
4,Other,Mini Calla Lily - White,,20,641,0.0312,20
4,Other,Preserved - White Israeli Ruscus,,20,641,0.0312,20
3,Other,Spray Rose White - Floreana,,20,672,0.0298,20
2,Other,"Succulent - Rosette 2""-4""",,15,720,0.0208,15
2,Other,Hydrangea White - Extra,,12,720,0.0167,12
3,Other,Limonium Lavender- Sky Light,,10,672,0.0149,10
3,Other,Queen Anne's Lace Chocolate,,10,672,0.0149,10
3,Other,Solomio White - Ard,,10,672,0.0149,10
3,Other,Stock Dark Purple,,10,672,0.0149,10
2,Other,Stock White,Stock,10,720,0.0139,10
3,Other,Veronica White,,10,672,0.0149,10
2,Other,Dried - Lavender Per Bunch,,4,720,0.0056,8
3,Other,Dried - Lavender Per Bunch,,2,672,0.003,8
4,Other,Dried - Lavender Per Bunch,,2,641,0.0031,8
2,Other,"Lavender - Dried (Amazon, 100 Pack)",,8,720,0.0111,8
4,Other,Dried Pampas Grass Short,,5,641,0.0078,5
4,Other,Spray Rose - White Majolica,,5,641,0.0078,5
2,Other,"Succulent - Rosette 1""-3""",,5,720,0.0069,5
2,Other,"Air Plant 5""-7""",,2,720,0.0028,2
3,Other,Box of Sheet Moss,,2,672,0.003,2
3,Other,Preserved - Blue Spiral Eucalyptus (16 oz Bunch),,2,672,0.003,2
3,Other,Preserved - Teal Blue Silver Dollar Eucalyptus (6oz bunch),,2,672,0.003,2
1,Shaw Lake Farms,Italian Ruscus Tall,,885,181,4.8895,7130
2,Shaw Lake Farms,Italian Ruscus Tall,,3780,720,5.25,7130
3,Shaw Lake Farms,Italian Ruscus Tall,,1210,672,1.8006,7130
4,Shaw Lake Farms,Italian Ruscus Tall,,1255,641,1.9579,7130
1,Shaw Lake Farms,Salal,,590,181,3.2597,6075
2,Shaw Lake Farms,Salal,,3480,720,4.8333,6075
3,Shaw Lake Farms,Salal,,1220,672,1.8155,6075
4,Shaw Lake Farms,Salal,,785,641,1.2246,6075
1,Shaw Lake Farms,Eucalyptus - Parvifolia,Eucalyptus,740,181,4.0884,4705
2,Shaw Lake Farms,Eucalyptus - Parvifolia,Eucalyptus,3055,720,4.2431,4705
3,Shaw Lake Farms,Eucalyptus - Parvifolia,Eucalyptus,570,672,0.8482,4705
4,Shaw Lake Farms,Eucalyptus - Parvifolia,Eucalyptus,340,641,0.5304,4705
1,Shaw Lake Farms,Huckleberry Greenery,,20,181,0.1105,1230
2,Shaw Lake Farms,Huckleberry Greenery,,1070,720,1.4861,1230
3,Shaw Lake Farms,Huckleberry Greenery,,120,672,0.1786,1230
4,Shaw Lake Farms,Huckleberry Greenery,,20,641,0.0312,1230
1,Shaw Lake Farms,Eucalyptus - Baby Blue,,450,181,2.4862,1145
2,Shaw Lake Farms,Eucalyptus - Baby Blue,,545,720,0.7569,1145
3,Shaw Lake Farms,Eucalyptus - Baby Blue,,90,672,0.1339,1145
4,Shaw Lake Farms,Eucalyptus - Baby Blue,,60,641,0.0936,1145
1,Shaw Lake Farms,Leyland Cypress,,20,181,0.1105,1100
4,Shaw Lake Farms,Leyland Cypress,,1080,641,1.6849,1100
1,Shaw Lake Farms,Leather Leaf,Leather Leaf,50,181,0.2762,950
2,Shaw Lake Farms,Leather Leaf,Leather Leaf,860,720,1.1944,950
3,Shaw Lake Farms,Leather Leaf,Leather Leaf,40,672,0.0595,950
1,Shaw Lake Farms,Pine Spruce Greenery,,20,181,0.1105,420
4,Shaw Lake Farms,Pine Spruce Greenery,,400,641,0.624,420
1,Shaw Lake Farms,Eucalyptus - Silver Dollar,,70,181,0.3867,410
2,Shaw Lake Farms,Eucalyptus - Silver Dollar,,130,720,0.1806,410
3,Shaw Lake Farms,Eucalyptus - Silver Dollar,,50,672,0.0744,410
4,Shaw Lake Farms,Eucalyptus - Silver Dollar,,160,641,0.2496,410
2,Shaw Lake Farms,Tree Fern,,145,720,0.2014,410
3,Shaw Lake Farms,Tree Fern,,60,672,0.0893,410
4,Shaw Lake Farms,Tree Fern,,205,641,0.3198,410
1,Shaw Lake Farms,Eucalyptus - Seeded,Eucalyptus,70,181,0.3867,390
2,Shaw Lake Farms,Eucalyptus - Seeded,Eucalyptus,70,720,0.0972,390
4,Shaw Lake Farms,Eucalyptus - Seeded,Eucalyptus,250,641,0.39,390
4,Shaw Lake Farms,Carolina Sapphire,,340,641,0.5304,340
2,Shaw Lake Farms,Mixed Eucalyptus Garland - Med - (Per FT),,116,720,0.1611,326
3,Shaw Lake Farms,Mixed Eucalyptus Garland - Med - (Per FT),,95,672,0.1414,326
4,Shaw Lake Farms,Mixed Eucalyptus Garland - Med - (Per FT),,115,641,0.1794,326
2,Shaw Lake Farms,Olive Greenery,,230,720,0.3194,270
4,Shaw Lake Farms,Olive Greenery,,40,641,0.0624,270
2,Shaw Lake Farms,Springeri,,210,720,0.2917,230
3,Shaw Lake Farms,Springeri,,20,672,0.0298,230
2,Shaw Lake Farms,Ming Fern,,95,720,0.1319,195
3,Shaw Lake Farms,Ming Fern,,50,672,0.0744,195
4,Shaw Lake Farms,Ming Fern,,50,641,0.078,195
1,Shaw Lake Farms,Eucalyptus - Cinerea,Eucalyptus,120,181,0.663,140
4,Shaw Lake Farms,Eucalyptus - Cinerea,Eucalyptus,20,641,0.0312,140
4,Shaw Lake Farms,Fraser Fir,,135,641,0.2106,135
2,Shaw Lake Farms,Israeli Ruscus,,50,720,0.0694,130
3,Shaw Lake Farms,Israeli Ruscus,,30,672,0.0446,130
4,Shaw Lake Farms,Israeli Ruscus,,50,641,0.078,130
1,Shaw Lake Farms,Nagi,,10,181,0.0552,100
2,Shaw Lake Farms,Nagi,,50,720,0.0694,100
3,Shaw Lake Farms,Nagi,,40,672,0.0595,100
2,Shaw Lake Farms,Parvifolia Eucalyptus and Olive Garland - Med - (Per FT),,86,720,0.1194,86
4,Shaw Lake Farms,Ilex Berry Red,,80,641,0.1248,80
2,Shaw Lake Farms,Plumosa,,60,720,0.0833,70
3,Shaw Lake Farms,Plumosa,,10,672,0.0149,70
2,Shaw Lake Farms,Poliantemus (Silver Dollar),,10,720,0.0139,70
4,Shaw Lake Farms,Poliantemus (Silver Dollar),,60,641,0.0936,70
3,Shaw Lake Farms,Deflexus,,60,672,0.0893,60
2,Shaw Lake Farms,Maidenhair - Fern,,50,720,0.0694,60
4,Shaw Lake Farms,Maidenhair - Fern,,10,641,0.0156,60
